t_ms,side,layer,event,rtt_ms_est,latency_ms,jitter_ms,loss_rate,reorder_rate,goodput_bps,snr_db_est,ber,per,cfo_hz_est,lock_ratio,hs_time_ms,rekey_ms,aead_fail_cnt
1550,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1560,R,audioblock,rx,,,,,,,inf,,,,,,,
1560,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1560,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1560,L,audioblock,rx,,,,,,,inf,,,,,,,
1560,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1560,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1570,R,audioblock,rx,,,,,,,inf,,,,,,,
1570,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1570,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1570,L,audioblock,rx,,,,,,,inf,,,,,,,
1570,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1570,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1580,R,audioblock,rx,,,,,,,inf,,,,,,,
1580,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1580,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1580,L,audioblock,rx,,,,,,,inf,,,,,,,
1580,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1580,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1590,R,audioblock,rx,,,,,,,inf,,,,,,,
1590,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1590,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1590,L,audioblock,rx,,,,,,,inf,,,,,,,
1590,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1590,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1600,R,audioblock,rx,,,,,,,inf,,,,,,,
1600,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1600,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1600,L,audioblock,rx,,,,,,,inf,,,,,,,
1600,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1600,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1610,R,audioblock,rx,,,,,,,inf,,,,,,,
1610,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1610,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1610,L,audioblock,rx,,,,,,,inf,,,,,,,
1610,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1610,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1620,R,audioblock,rx,,,,,,,inf,,,,,,,
1620,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1620,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1620,L,audioblock,rx,,,,,,,inf,,,,,,,
1620,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1620,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1630,R,audioblock,rx,,,,,,,inf,,,,,,,
1630,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1630,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1630,L,audioblock,rx,,,,,,,inf,,,,,,,
1630,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1630,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1640,R,audioblock,rx,,,,,,,inf,,,,,,,
1640,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1640,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1640,L,audioblock,rx,,,,,,,inf,,,,,,,
1640,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1640,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1650,R,audioblock,rx,,,,,,,inf,,,,,,,
1650,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1650,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1650,L,audioblock,rx,,,,,,,inf,,,,,,,
1650,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1650,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1660,R,audioblock,rx,,,,,,,inf,,,,,,,
1660,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1660,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1660,L,audioblock,rx,,,,,,,inf,,,,,,,
1660,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1660,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1670,R,audioblock,rx,,,,,,,inf,,,,,,,
1670,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1670,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1670,L,audioblock,rx,,,,,,,inf,,,,,,,
1670,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1670,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1680,R,audioblock,rx,,,,,,,inf,,,,,,,
1680,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1680,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1680,L,audioblock,rx,,,,,,,inf,,,,,,,
1680,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1680,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1690,R,audioblock,rx,,,,,,,inf,,,,,,,
1690,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1690,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1690,L,audioblock,rx,,,,,,,inf,,,,,,,
1690,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1690,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1700,R,audioblock,rx,,,,,,,inf,,,,,,,
1700,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1700,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1700,L,audioblock,rx,,,,,,,inf,,,,,,,
1700,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1700,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1710,R,audioblock,rx,,,,,,,inf,,,,,,,
1710,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1710,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1710,L,audioblock,rx,,,,,,,inf,,,,,,,
1710,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1710,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1720,R,audioblock,rx,,,,,,,inf,,,,,,,
1720,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1720,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1720,L,audioblock,rx,,,,,,,inf,,,,,,,
1720,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1720,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1730,R,audioblock,rx,,,,,,,inf,,,,,,,
1730,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1730,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1730,L,audioblock,rx,,,,,,,inf,,,,,,,
1730,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1730,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1740,R,audioblock,rx,,,,,,,inf,,,,,,,
1740,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1740,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1740,L,audioblock,rx,,,,,,,inf,,,,,,,
1740,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1740,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1750,R,audioblock,rx,,,,,,,inf,,,,,,,
1750,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1750,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1750,L,audioblock,rx,,,,,,,inf,,,,,,,
1750,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1750,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1760,R,audioblock,rx,,,,,,,inf,,,,,,,
1760,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1760,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1760,L,audioblock,rx,,,,,,,inf,,,,,,,
1760,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1760,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1770,R,audioblock,rx,,,,,,,inf,,,,,,,
1770,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1770,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1770,L,audioblock,rx,,,,,,,inf,,,,,,,
1770,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1770,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1780,R,audioblock,rx,,,,,,,inf,,,,,,,
1780,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1780,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1780,L,audioblock,rx,,,,,,,inf,,,,,,,
1780,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1780,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1790,R,audioblock,rx,,,,,,,inf,,,,,,,
1790,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1790,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1790,L,audioblock,rx,,,,,,,inf,,,,,,,
1790,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1790,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1800,R,audioblock,rx,,,,,,,inf,,,,,,,
1800,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1800,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1800,L,audioblock,rx,,,,,,,inf,,,,,,,
1800,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1800,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1810,R,audioblock,rx,,,,,,,inf,,,,,,,
1810,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1810,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1810,L,audioblock,rx,,,,,,,inf,,,,,,,
1810,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1810,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1820,R,audioblock,rx,,,,,,,inf,,,,,,,
1820,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1820,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1820,L,audioblock,rx,,,,,,,inf,,,,,,,
1820,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1820,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1830,R,audioblock,rx,,,,,,,inf,,,,,,,
1830,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1830,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1830,L,audioblock,rx,,,,,,,inf,,,,,,,
1830,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1830,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1840,R,audioblock,rx,,,,,,,inf,,,,,,,
1840,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1840,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1840,L,audioblock,rx,,,,,,,inf,,,,,,,
1840,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1840,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1850,R,audioblock,rx,,,,,,,inf,,,,,,,
1850,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1850,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1850,L,audioblock,rx,,,,,,,inf,,,,,,,
1850,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1850,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1860,R,audioblock,rx,,,,,,,inf,,,,,,,
1860,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1860,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1860,L,audioblock,rx,,,,,,,inf,,,,,,,
1860,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1860,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1870,R,audioblock,rx,,,,,,,inf,,,,,,,
1870,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1870,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1870,L,audioblock,rx,,,,,,,inf,,,,,,,
1870,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1870,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1880,R,audioblock,rx,,,,,,,inf,,,,,,,
1880,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1880,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1880,L,audioblock,rx,,,,,,,inf,,,,,,,
1880,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1880,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1890,R,audioblock,rx,,,,,,,inf,,,,,,,
1890,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1890,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1890,L,audioblock,rx,,,,,,,inf,,,,,,,
1890,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1890,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1900,R,audioblock,rx,,,,,,,inf,,,,,,,
1900,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1900,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1900,L,audioblock,rx,,,,,,,inf,,,,,,,
1900,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1900,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1910,R,audioblock,rx,,,,,,,inf,,,,,,,
1910,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1910,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1910,L,audioblock,rx,,,,,,,inf,,,,,,,
1910,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1910,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1920,R,audioblock,rx,,,,,,,inf,,,,,,,
1920,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1920,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1920,L,audioblock,rx,,,,,,,inf,,,,,,,
1920,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1920,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1930,R,audioblock,rx,,,,,,,inf,,,,,,,
1930,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1930,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1930,L,audioblock,rx,,,,,,,inf,,,,,,,
1930,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1930,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1940,R,audioblock,rx,,,,,,,inf,,,,,,,
1940,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1940,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1940,L,audioblock,rx,,,,,,,inf,,,,,,,
1940,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1940,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1950,R,audioblock,rx,,,,,,,inf,,,,,,,
1950,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1950,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1950,L,audioblock,rx,,,,,,,inf,,,,,,,
1950,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1950,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1960,R,audioblock,rx,,,,,,,inf,,,,,,,
1960,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1960,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1960,L,audioblock,rx,,,,,,,inf,,,,,,,
1960,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1960,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1970,R,audioblock,rx,,,,,,,inf,,,,,,,
1970,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1970,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1970,L,audioblock,rx,,,,,,,inf,,,,,,,
1970,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1970,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1980,R,audioblock,rx,,,,,,,inf,,,,,,,
1980,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1980,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1980,L,audioblock,rx,,,,,,,inf,,,,,,,
1980,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1980,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1990,R,audioblock,rx,,,,,,,inf,,,,,,,
1990,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1990,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1990,L,audioblock,rx,,,,,,,inf,,,,,,,
1990,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1990,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2000,R,audioblock,rx,,,,,,,inf,,,,,,,
2000,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2000,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2000,L,audioblock,rx,,,,,,,inf,,,,,,,
2000,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2000,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2010,R,audioblock,rx,,,,,,,inf,,,,,,,
2010,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2010,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2010,L,audioblock,rx,,,,,,,inf,,,,,,,
2010,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2010,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2020,R,audioblock,rx,,,,,,,inf,,,,,,,
2020,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2020,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2020,L,audioblock,rx,,,,,,,inf,,,,,,,
2020,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2020,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2030,R,audioblock,rx,,,,,,,inf,,,,,,,
2030,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2030,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2030,L,audioblock,rx,,,,,,,inf,,,,,,,
2030,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2030,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2040,R,audioblock,rx,,,,,,,inf,,,,,,,
2040,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2040,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2040,L,audioblock,rx,,,,,,,inf,,,,,,,
2040,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2040,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2050,R,audioblock,rx,,,,,,,inf,,,,,,,
2050,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2050,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2050,L,audioblock,rx,,,,,,,inf,,,,,,,
2050,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2050,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2060,R,audioblock,rx,,,,,,,inf,,,,,,,
2060,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2060,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2060,L,audioblock,rx,,,,,,,inf,,,,,,,
2060,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2060,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2070,R,audioblock,rx,,,,,,,inf,,,,,,,
2070,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2070,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2070,L,audioblock,rx,,,,,,,inf,,,,,,,
2070,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2070,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2080,R,audioblock,rx,,,,,,,inf,,,,,,,
2080,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2080,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2080,L,audioblock,rx,,,,,,,inf,,,,,,,
2080,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2080,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2090,R,audioblock,rx,,,,,,,inf,,,,,,,
2090,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2090,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2090,L,audioblock,rx,,,,,,,inf,,,,,,,
2090,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2090,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2100,R,audioblock,rx,,,,,,,inf,,,,,,,
2100,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2100,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2100,L,audioblock,rx,,,,,,,inf,,,,,,,
2100,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2100,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2110,R,audioblock,rx,,,,,,,inf,,,,,,,
2110,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2110,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2110,L,audioblock,rx,,,,,,,inf,,,,,,,
2110,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2110,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2120,R,audioblock,rx,,,,,,,inf,,,,,,,
2120,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2120,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2120,L,audioblock,rx,,,,,,,inf,,,,,,,
2120,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2120,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2130,R,audioblock,rx,,,,,,,inf,,,,,,,
2130,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2130,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2130,L,audioblock,rx,,,,,,,inf,,,,,,,
2130,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2130,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2140,R,audioblock,rx,,,,,,,inf,,,,,,,
2140,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2140,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2140,L,audioblock,rx,,,,,,,inf,,,,,,,
2140,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2140,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2150,R,audioblock,rx,,,,,,,inf,,,,,,,
2150,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2150,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2150,L,audioblock,rx,,,,,,,inf,,,,,,,
2150,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2150,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2160,R,audioblock,rx,,,,,,,inf,,,,,,,
2160,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2160,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2160,L,audioblock,rx,,,,,,,inf,,,,,,,
2160,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2160,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2170,R,audioblock,rx,,,,,,,inf,,,,,,,
2170,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2170,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2170,L,audioblock,rx,,,,,,,inf,,,,,,,
2170,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2170,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2180,R,audioblock,rx,,,,,,,inf,,,,,,,
2180,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2180,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2180,L,audioblock,rx,,,,,,,inf,,,,,,,
2180,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2180,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2190,R,audioblock,rx,,,,,,,inf,,,,,,,
2190,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2190,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2190,L,audioblock,rx,,,,,,,inf,,,,,,,
2190,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2190,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2200,R,audioblock,rx,,,,,,,inf,,,,,,,
2200,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2200,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2200,L,audioblock,rx,,,,,,,inf,,,,,,,
2200,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2200,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2210,R,audioblock,rx,,,,,,,inf,,,,,,,
2210,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2210,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2210,L,audioblock,rx,,,,,,,inf,,,,,,,
2210,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2210,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2220,R,audioblock,rx,,,,,,,inf,,,,,,,
2220,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2220,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2220,L,audioblock,rx,,,,,,,inf,,,,,,,
2220,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2220,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2230,R,audioblock,rx,,,,,,,inf,,,,,,,
2230,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2230,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2230,L,audioblock,rx,,,,,,,inf,,,,,,,
2230,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2230,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2240,R,audioblock,rx,,,,,,,inf,,,,,,,
2240,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2240,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2240,L,audioblock,rx,,,,,,,inf,,,,,,,
2240,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2240,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2250,R,audioblock,rx,,,,,,,inf,,,,,,,
2250,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2250,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2250,L,audioblock,rx,,,,,,,inf,,,,,,,
2250,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2250,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2260,R,audioblock,rx,,,,,,,inf,,,,,,,
2260,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2260,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2260,L,audioblock,rx,,,,,,,inf,,,,,,,
2260,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2260,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2270,R,audioblock,rx,,,,,,,inf,,,,,,,
2270,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2270,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2270,L,audioblock,rx,,,,,,,inf,,,,,,,
2270,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2270,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2280,R,audioblock,rx,,,,,,,inf,,,,,,,
2280,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2280,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2280,L,audioblock,rx,,,,,,,inf,,,,,,,
2280,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2280,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2290,R,audioblock,rx,,,,,,,inf,,,,,,,
2290,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2290,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2290,L,audioblock,rx,,,,,,,inf,,,,,,,
2290,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2290,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2300,R,audioblock,rx,,,,,,,inf,,,,,,,
2300,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2300,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2300,L,audioblock,rx,,,,,,,inf,,,,,,,
2300,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2300,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2310,R,audioblock,rx,,,,,,,inf,,,,,,,
2310,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2310,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2310,L,audioblock,rx,,,,,,,inf,,,,,,,
2310,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2310,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2320,R,audioblock,rx,,,,,,,inf,,,,,,,
